id,name,text,trans
produce_events3020012015,透,────\nふぁ……,"────
ฮ้าว……"
produce_events3020012017,透,あー……,อาー……
produce_events3020012018,雛菜,なんか部屋、暑いね～,ห้องร้อนจังเลยนะ～
produce_events3020012019,小糸,う、うん……\n言われてみれば……,"อะ อืม……
พอพูดแล้วก็……"
produce_events30200120111,雛菜,透先輩、エアコン入れとく～？,รุ่นพี่โทรุ เปิดแอร์มั้ย～？
produce_events30200120113,透,んー,อืมー
produce_events30200120116,円香,そういえばアイス\n……買ったの忘れてた,"จะว่าไป……
ซื้อไอติมมาแล้วลืมไปเลย"
produce_events30200120118,透,あー,อ้อー
produce_events30200120119,透,イエス,เยส
produce_events30200120125,雛菜,雛菜、南国フルーツ味～,ของฮินานะ รสผลไม้เขตร้อน～
produce_events30200120126,小糸,わ、わたしは……\nえっと……！,"ส่วนของฉัน……
เอ่อ……！"
produce_events30200120129,雛菜,透先輩\n何味～？,"ของรุ่นพี่โทรุ
รสอะไรเหรอ～？"
produce_events30200120131,透,……んー,……อือー
produce_events30200120132,透,ヨーグルト？\n味,"รสโยเกิร์ต？
มั้งนะ"
produce_events30200120134,雛菜,そうなんだ～,งั้นเหรอ～
produce_events30200120137,小糸,ほ、ホワイトサワー……！,ไวท์ซาว่า……！
produce_events30200120139,透,え？,เอ๊ะ？
produce_events30200120140,小糸,そ、そう書いてあるよ\n袋に……！,ที่ถุงมีเขียนไว้อยู่น่ะ……！
produce_events30200120143,透,ホワイトサワー,ไวท์ซาว่า
produce_events30200120144,透,味,รสนี้แหละ
produce_events30200120146,雛菜,……あは～,……อ่าฮ๋า～
produce_events30200120149,雛菜,……ね、今ってもう夏？,……นี่ ตอนนี้หน้าร้อนแล้วเหรอ？
produce_events30200120150,小糸,う、うん……\nもうちょっとで夏休みだね……！,"อะ อืม……
เดี๋ยวก็ปิดเทอมฤดูร้อนแล้วล่ะ……！"
produce_events30200120151,小糸,その前に\nちょっと大変な撮影があるけど……,"ก่อนหน้านั้น
ยังมีงานถ่ายทำอยู่น่ะ……"
produce_events30200120152,透,え,เอ๊ะ
produce_events30200120153,円香,……スケボー？,……สเก็ตบอร์ด？
produce_events30200120154,透,あー,อ้อー
produce_events30200120155,雛菜,来週だっけ～？,อาทิตย์หน้าใช่มั้ย～？
produce_events30200120156,小糸,う、うん……！,อะ อืม……！
produce_events30200120158,透,…………,…………
produce_events30200120162,メイクスタッフ,浅倉ちゃーん\n夏休みも忙しいのー？,"อาซาคุระจัง
หยุดหน้าร้อนแล้วก็ยังงานยุ่งเหรอー？"
produce_events30200120163,透,んー、うん\nわりと,"หือー อืม
ก็ค่อนข้าง"
produce_events30200120165,メイクスタッフ,浅倉ちゃんって何座？,อาซาคุระจังเกิดราศีอะไรนะ？
produce_events30200120167,透,え……\n牡牛座？,"เอ๊ะ……
พฤษภ？"
produce_events30200120168,メイクスタッフ,そんな浅倉ちゃんに……\nえーっと、牡牛座の夏は──────,"ดวงของอาซาคุระจัง……
เอ่อ ฤดูร้อนของพฤษภ──"
produce_events30200120172,メイクスタッフ,おっ！\n浅倉ちゃん……当たり！,"โอ๊ะ！
อาซาคุระจัง……ได้โชคดีล่ะ！"
produce_events30200120173,透,え？,เอ๊ะ？
produce_events30200120174,メイクスタッフ,『１位・牡牛座　チャレンジの夏！\nコツコツと小さな積み重ねが吉となる』だって,"『อันดับ1・ราศีพฤษภ ท้าทายฤดูร้อน！
จะค่อยๆสั่งสมความโชคดีทีละเล็กทีละน้อย』"
produce_events30200120175,メイクスタッフ,イケイケだねー\n今年の夏は,"เอาเรื่องเลยนี่นา
ฤดูร้อนปีนี้น่ะ"
produce_events30200120176,透,おー,โอ้ー
produce_events30200120179,小糸,当たりだって\n透ちゃん……！,"โชคดีล่ะ
โทรุจัง……！"
produce_events30200120181,透,……え？,……เอ๊ะ？
produce_events30200120183,小糸,と、透ちゃんのアイス……！\n当たりって書いてあるよ,"ไม้ไอติมของโทรุจัง……！
เขียนว่าโชคดีด้วยน่ะ"
produce_events30200120184,透,え\n……おー,"เอ๊ะ
……โอ้ー"
produce_events30200120187,雛菜,やは～\n透先輩、すごい～！,"ยาฮ๊า～
รุ่นพี่โทรุสุดยอด～！"
produce_events30200120190,雛菜,『アタリが出たら素敵な夏の予感！』\n……だって～！,"『ถ้าได้โชคดีจะพบฤดูร้อนที่ยอดเยี่ยม！』
……บอกแบบนั้นน่ะ～！"
produce_events30200120193,透,やばい,แย่ล่ะ
produce_events30200120194,小糸,い、いいことあるといいね\n透ちゃん……！,"ตะ ต้องมีเรื่องดีๆแน่เลยนะ
โทรุจัง……！"
produce_events30200120195,透,ふふっ,หุหุ
produce_events30200120196,透,んー,อืมー
produce_events302001201100,透,交換できるかな\nこれ,"เอาไปแลกได้มั้ยนะ
นี่น่ะ"
produce_events302001201101,透,アイス\nもう１個,"ไอติม
อีกไม้นึง"
produce_events302001201102,小糸,え、えっと……\nどうかな……？,"อะ เอ่อ……
ไม่รู้สินะ……？"
produce_events302001201103,円香,できるんじゃない？,คงได้แหละมั้ง？
produce_events302001201104,円香,知らないけど,ไม่รู้เหมือนกัน
produce_events302001201105,小糸,そ、そうだよね……！,น่ะ นั่นสินะ……！
produce_events302001201106,透,イエー,เย้ー
produce_events302001201108,雛菜,あは～\nそしたらまた当たるかな～？,"อ่าฮ๊า～
แล้วจะได้โชคดีอีกมั้ยนะ～？"
produce_events302001201110,透,ふふっ\nおー,"หุหุ
โอ้ー"
produce_events302001201111,透,じゃ\n当てにいくか,"งั้น
ไปเอามาดีกว่า"
produce_events302001201114,透,『素敵な夏』,『ฤดูร้อนที่ยอดเยี่ยม』
info,produce_events/302001201.json,,
Translator,,,
